precinct,date,citation_issued
S,2013-12-19,8
S,2013-12-20,3
S,2013-12-21,10
S,2013-12-22,6
S,2013-12-23,4
S,2013-12-24,2
S,2013-12-25,6
S,2013-12-26,11
S,2013-12-27,17
S,2013-12-28,6
S,2013-12-29,3
S,2013-12-30,10
S,2013-12-31,5
S,2014-01-01,6
S,2014-01-02,7
S,2014-01-03,9
S,2014-01-04,19
S,2014-01-05,5
S,2014-01-06,10
S,2014-01-07,12
S,2014-01-08,7
S,2014-01-09,9
S,2014-01-10,16
S,2014-01-11,9
S,2014-01-12,2
S,2014-01-13,10
S,2014-01-14,7
S,2014-01-15,8
S,2014-01-16,12
S,2014-01-17,8
S,2014-01-18,3
S,2014-01-19,5
S,2014-01-20,2
S,2014-01-21,9
S,2014-01-22,7
S,2014-01-23,9
S,2014-01-24,19
S,2014-01-25,13
S,2014-01-26,3
S,2014-01-27,5
S,2014-01-28,5
S,2014-01-29,4
S,2014-01-30,2
S,2014-01-31,5
S,2014-02-01,6
S,2014-02-02,4
S,2014-02-03,1
S,2014-02-04,5
S,2014-02-05,9
S,2014-02-06,4
S,2014-02-07,4
S,2014-02-08,4
S,2014-02-09,1
S,2014-02-10,4
S,2014-02-11,4
S,2014-02-12,8
S,2014-02-13,6
S,2014-02-14,5
S,2014-02-15,7
S,2014-02-16,2
S,2014-02-17,9
S,2014-02-18,3
S,2014-02-19,1
S,2014-02-20,10
S,2014-02-21,11
S,2014-02-22,11
S,2014-02-23,4
S,2014-02-24,6
S,2014-02-25,7
S,2014-02-26,11
S,2014-02-27,11
S,2014-02-28,10
S,2014-03-01,2
S,2014-03-02,5
S,2014-03-03,5
S,2014-03-04,13
S,2014-03-05,6
S,2014-03-06,10
S,2014-03-07,8
S,2014-03-08,7
S,2014-03-09,2
S,2014-03-10,9
S,2014-03-11,9
S,2014-03-12,7
S,2014-03-13,13
S,2014-03-14,6
S,2014-03-15,2
S,2014-03-16,5
S,2014-03-17,11
S,2014-03-18,3
S,2014-03-19,12
S,2014-03-20,8
S,2014-03-21,4
S,2014-03-22,1
S,2014-03-23,7
S,2014-03-24,5
S,2014-03-25,11
S,2014-03-26,9
S,2014-03-27,2
S,2014-03-28,10
S,2014-03-29,11
S,2014-03-30,2
S,2014-03-31,8
S,2014-04-01,8
S,2014-04-02,3
S,2014-04-03,6
S,2014-04-04,12
S,2014-04-05,3
S,2014-04-06,6
S,2014-04-07,6
S,2014-04-08,7
S,2014-04-09,12
S,2014-04-10,19
S,2014-04-11,1
S,2014-04-12,2
S,2014-04-13,6
S,2014-04-14,9
S,2014-04-15,7
S,2014-04-16,7
S,2014-04-17,7
S,2014-04-18,10
S,2014-04-19,4
S,2014-04-20,4
S,2014-04-21,6
S,2014-04-22,10
S,2014-04-23,4
S,2014-04-24,9
S,2014-04-25,6
S,2014-04-26,5
S,2014-04-27,11
S,2014-04-28,6
S,2014-04-29,12
S,2014-04-30,10
S,2014-05-01,4
S,2014-05-02,18
S,2014-05-03,6
S,2014-05-04,14
S,2014-05-05,12
S,2014-05-06,11
S,2014-05-07,7
S,2014-05-08,16
S,2014-05-09,17
S,2014-05-10,15
S,2014-05-11,5
S,2014-05-12,10
S,2014-05-13,8
S,2014-05-14,9
S,2014-05-15,7
S,2014-05-16,11
S,2014-05-17,8
S,2014-05-18,3
S,2014-05-19,6
S,2014-05-20,9
S,2014-05-21,12
S,2014-05-22,5
S,2014-05-23,6
S,2014-05-24,11
S,2014-05-25,3
S,2014-05-26,15
S,2014-05-27,14
S,2014-05-28,13
S,2014-05-29,12
S,2014-05-30,12
S,2014-05-31,11
S,2014-06-01,9
S,2014-06-02,12
S,2014-06-03,8
S,2014-06-04,11
S,2014-06-05,4
S,2014-06-06,23
S,2014-06-07,14
S,2014-06-08,3
S,2014-06-09,16
S,2014-06-10,12
S,2014-06-11,5
S,2014-06-12,9
S,2014-06-13,14
S,2014-06-14,9
S,2014-06-15,17
S,2014-06-16,13
S,2014-06-17,9
S,2014-06-18,10
S,2014-06-19,16
S,2014-06-20,13
S,2014-06-21,14
S,2014-06-22,4
S,2014-06-23,17
S,2014-06-24,10
S,2014-06-25,27
S,2014-06-26,19
S,2014-06-27,17
S,2014-06-28,13
S,2014-06-29,7
S,2014-06-30,12
S,2014-07-01,8
S,2014-07-02,12
S,2014-07-03,21
S,2014-07-04,30
S,2014-07-05,12
S,2014-07-06,10
S,2014-07-07,9
S,2014-07-08,21
S,2014-07-09,14
S,2014-07-10,16
S,2014-07-11,12
S,2014-07-12,7
S,2014-07-13,11
S,2014-07-14,8
S,2014-07-15,14
S,2014-07-16,11
S,2014-07-17,15
S,2014-07-18,14
S,2014-07-19,4
S,2014-07-20,5
S,2014-07-21,6
S,2014-07-22,6
S,2014-07-23,14
S,2014-07-24,19
S,2014-07-25,16
S,2014-07-26,12
S,2014-07-27,13
S,2014-07-28,16
S,2014-07-29,5
S,2014-07-30,6
S,2014-07-31,6
S,2014-08-01,9
S,2014-08-02,10
S,2014-08-03,10
S,2014-08-04,14
S,2014-08-05,14
S,2014-08-06,3
S,2014-08-07,11
S,2014-08-08,14
S,2014-08-09,8
S,2014-08-10,11
S,2014-08-11,10
S,2014-08-12,9
S,2014-08-13,10
S,2014-08-14,17
S,2014-08-15,12
S,2014-08-16,10
S,2014-08-17,10
S,2014-08-18,11
S,2014-08-19,9
S,2014-08-20,8
S,2014-08-21,8
S,2014-08-22,4
S,2014-08-23,2
S,2014-08-24,5
S,2014-08-25,11
S,2014-08-26,6
S,2014-08-27,12
S,2014-08-28,3
S,2014-08-29,7
S,2014-08-30,7
S,2014-08-31,6
S,2014-09-01,9
S,2014-09-02,9
S,2014-09-03,15
S,2014-09-04,6
S,2014-09-05,7
S,2014-09-06,5
S,2014-09-07,7
S,2014-09-08,7
S,2014-09-09,2
S,2014-09-10,11
S,2014-09-11,14
S,2014-09-12,12
S,2014-09-13,9
S,2014-09-14,5
S,2014-09-15,19
S,2014-09-16,5
S,2014-09-17,5
S,2014-09-18,6
S,2014-09-19,9
S,2014-09-20,12
S,2014-09-21,5
S,2014-09-22,15
S,2014-09-23,11
S,2014-09-24,4
S,2014-09-25,9
S,2014-09-26,6
S,2014-09-27,12
S,2014-09-28,3
S,2014-09-29,7
S,2014-09-30,13
S,2014-10-01,11
S,2014-10-02,6
S,2014-10-03,8
S,2014-10-04,4
S,2014-10-05,12
S,2014-10-06,9
S,2014-10-07,17
S,2014-10-08,11
S,2014-10-09,13
S,2014-10-10,14
S,2014-10-11,7
S,2014-10-12,9
S,2014-10-13,11
S,2014-10-14,13
S,2014-10-15,11
S,2014-10-16,14
S,2014-10-17,14
S,2014-10-18,10
S,2014-10-19,11
S,2014-10-20,15
S,2014-10-21,12
S,2014-10-22,8
S,2014-10-23,16
S,2014-10-24,6
S,2014-10-25,10
S,2014-10-26,13
S,2014-10-27,6
S,2014-10-28,5
S,2014-10-29,21
S,2014-10-30,11
S,2014-10-31,5
S,2014-11-01,14
S,2014-11-02,13
S,2014-11-03,14
S,2014-11-04,14
S,2014-11-05,18
S,2014-11-06,12
S,2014-11-07,19
S,2014-11-08,16
S,2014-11-09,9
S,2014-11-10,6
S,2014-11-11,22
S,2014-11-12,17
S,2014-11-13,16
S,2014-11-14,8
S,2014-11-15,15
S,2014-11-16,15
S,2014-11-17,15
S,2014-11-18,18
S,2014-11-19,9
S,2014-11-20,14
S,2014-11-21,16
S,2014-11-22,11
S,2014-11-23,9
S,2014-11-24,5
S,2014-11-25,13
S,2014-11-26,8
S,2014-11-27,3
S,2014-11-28,11
S,2014-11-29,9
S,2014-11-30,11
S,2014-12-01,14
S,2014-12-02,4
S,2014-12-03,17
S,2014-12-04,14
S,2014-12-05,14
S,2014-12-06,6
S,2014-12-07,7
S,2014-12-08,15
S,2014-12-09,5
S,2014-12-10,7
S,2014-12-11,12
S,2014-12-12,10
S,2014-12-13,11
S,2014-12-14,9
S,2014-12-15,8
S,2014-12-16,22
S,2014-12-17,11
S,2014-12-18,4
S,2014-12-19,12
S,2014-12-20,20
S,2014-12-21,9
S,2014-12-22,8
S,2014-12-23,4
S,2014-12-24,5
S,2014-12-25,3
S,2014-12-26,8
S,2014-12-27,10
S,2014-12-28,12
S,2014-12-29,8
S,2014-12-30,14
S,2014-12-31,4
S,2015-01-01,9
S,2015-01-02,16
S,2015-01-03,16
S,2015-01-04,10
S,2015-01-05,9
S,2015-01-06,15
S,2015-01-07,18
S,2015-01-08,14
S,2015-01-09,17
S,2015-01-10,15
S,2015-01-11,5
S,2015-01-12,11
S,2015-01-13,14
S,2015-01-14,11
S,2015-01-15,20
S,2015-01-16,12
S,2015-01-17,8
S,2015-01-18,3
S,2015-01-19,5
S,2015-01-20,15
S,2015-01-21,15
S,2015-01-22,11
S,2015-01-23,8
S,2015-01-24,14
S,2015-01-25,7
S,2015-01-26,14
S,2015-01-27,16
S,2015-01-28,8
S,2015-01-29,15
S,2015-01-30,16
S,2015-01-31,20
S,2015-02-01,7
S,2015-02-02,10
S,2015-02-03,7
S,2015-02-04,8
S,2015-02-05,18
S,2015-02-06,23
S,2015-02-07,14
S,2015-02-08,13
S,2015-02-09,12
S,2015-02-10,9
S,2015-02-11,17
S,2015-02-12,12
S,2015-02-13,16
S,2015-02-14,11
S,2015-02-15,11
S,2015-02-16,17
S,2015-02-17,7
S,2015-02-18,10
S,2015-02-19,7
S,2015-02-20,7
S,2015-02-21,9
S,2015-02-22,12
S,2015-02-23,14
S,2015-02-24,8
S,2015-02-25,5
S,2015-02-26,7
S,2015-02-27,13
S,2015-02-28,4
S,2015-03-01,18
S,2015-03-02,15
S,2015-03-03,17
S,2015-03-04,12
S,2015-03-05,16
S,2015-03-06,30
S,2015-03-07,12
S,2015-03-08,13
S,2015-03-09,13
S,2015-03-10,7
S,2015-03-11,20
S,2015-03-12,12
S,2015-03-13,11
S,2015-03-14,12
S,2015-03-15,7
S,2015-03-16,9
S,2015-03-17,8
S,2015-03-18,17
S,2015-03-19,17
S,2015-03-20,16
S,2015-03-21,13
S,2015-03-22,23
S,2015-03-23,8
S,2015-03-24,19
S,2015-03-25,17
S,2015-03-26,13
S,2015-03-27,17
S,2015-03-28,15
S,2015-03-29,5
S,2015-03-30,10
S,2015-03-31,11
S,2015-04-01,9
S,2015-04-02,9
S,2015-04-03,13
S,2015-04-04,7
S,2015-04-05,13
S,2015-04-06,12
S,2015-04-07,11
S,2015-04-08,6
S,2015-04-09,13
S,2015-04-10,6
S,2015-04-11,16
S,2015-04-12,12
S,2015-04-13,16
S,2015-04-14,13
S,2015-04-15,12
S,2015-04-16,20
S,2015-04-17,18
S,2015-04-18,9
S,2015-04-19,8
S,2015-04-20,8
S,2015-04-21,3
S,2015-04-22,17
S,2015-04-23,7
S,2015-04-24,10
S,2015-04-25,5
S,2015-04-26,5
S,2015-04-27,7
S,2015-04-28,10
S,2015-04-29,10
S,2015-04-30,12
S,2015-05-01,11
S,2015-05-02,10
S,2015-05-03,7
S,2015-05-04,5
S,2015-05-05,10
S,2015-05-06,10
S,2015-05-07,12
S,2015-05-08,11
S,2015-05-09,3
S,2015-05-10,8
S,2015-05-11,11
S,2015-05-12,12
S,2015-05-13,9
S,2015-05-14,12
S,2015-05-15,5
S,2015-05-16,6
S,2015-05-17,15
S,2015-05-18,8
S,2015-05-19,12
S,2015-05-20,10
S,2015-05-21,7
S,2015-05-22,9
S,2015-05-23,14
S,2015-05-24,15
S,2015-05-25,12
S,2015-05-26,9
S,2015-05-27,15
S,2015-05-28,9
S,2015-05-29,13
S,2015-05-30,2
S,2015-05-31,4
S,2015-06-01,11
S,2015-06-02,10
S,2015-06-03,8
S,2015-06-04,7
S,2015-06-05,6
S,2015-06-06,6
S,2015-06-07,5
S,2015-06-08,8
S,2015-06-09,14
S,2015-06-10,23
S,2015-06-11,19
S,2015-06-12,7
S,2015-06-13,3
S,2015-06-14,3
S,2015-06-15,10
S,2015-06-16,8
S,2015-06-17,8
S,2015-06-18,4
S,2015-06-19,12
S,2015-06-20,10
S,2015-06-21,2
S,2015-06-22,7
S,2015-06-23,13
S,2015-06-24,14
S,2015-06-25,16
S,2015-06-26,13
S,2015-06-27,12
S,2015-06-28,6
S,2015-06-29,5
S,2015-06-30,9
S,2015-07-01,10
S,2015-07-02,10
S,2015-07-03,9
S,2015-07-04,17
S,2015-07-05,6
S,2015-07-06,17
S,2015-07-07,14
S,2015-07-08,17
S,2015-07-09,16
S,2015-07-10,13
S,2015-07-11,4
S,2015-07-12,6
S,2015-07-13,15
S,2015-07-14,5
S,2015-07-15,7
S,2015-07-16,10
S,2015-07-17,8
S,2015-07-18,9
S,2015-07-19,7
S,2015-07-20,12
S,2015-07-21,7
S,2015-07-22,10
S,2015-07-23,7
S,2015-07-24,12
S,2015-07-25,12
S,2015-07-26,6
S,2015-07-27,12
S,2015-07-28,17
S,2015-07-29,10
S,2015-07-30,7
S,2015-07-31,7
S,2015-08-01,4
S,2015-08-02,11
S,2015-08-03,5
S,2015-08-04,2
S,2015-08-05,7
S,2015-08-06,11
S,2015-08-07,3
S,2015-08-08,7
S,2015-08-09,12
S,2015-08-10,10
S,2015-08-11,9
S,2015-08-12,11
S,2015-08-13,3
S,2015-08-14,9
S,2015-08-15,16
S,2015-08-16,14
S,2015-08-17,5
S,2015-08-18,5
S,2015-08-19,5
S,2015-08-20,10
S,2015-08-21,6
S,2015-08-22,5
S,2015-08-23,4
S,2015-08-24,9
S,2015-08-25,12
S,2015-08-26,2
S,2015-08-27,5
S,2015-08-28,11
S,2015-08-29,11
S,2015-08-30,7
S,2015-08-31,17
S,2015-09-01,19
S,2015-09-02,7
S,2015-09-03,15
S,2015-09-04,6
S,2015-09-05,12
S,2015-09-06,10
S,2015-09-07,6
S,2015-09-08,11
S,2015-09-09,9
S,2015-09-10,6
S,2015-09-11,12
S,2015-09-12,10
S,2015-09-13,5
S,2015-09-14,12
S,2015-09-15,16
S,2015-09-16,3
S,2015-09-17,10
S,2015-09-18,4
S,2015-09-19,9
S,2015-09-20,7
S,2015-09-21,8
S,2015-09-22,7
S,2015-09-23,13
S,2015-09-24,9
S,2015-09-25,7
S,2015-09-26,7
S,2015-09-27,4
S,2015-09-28,6
S,2015-09-29,16
S,2015-09-30,7
S,2015-10-01,13
S,2015-10-02,7
S,2015-10-03,5
S,2015-10-04,3
S,2015-10-05,8
S,2015-10-06,11
S,2015-10-07,18
S,2015-10-08,17
S,2015-10-09,10
S,2015-10-10,2
S,2015-10-11,8
S,2015-10-12,12
S,2015-10-13,7
S,2015-10-14,15
S,2015-10-15,17
S,2015-10-16,16
S,2015-10-17,15
S,2015-10-18,9
S,2015-10-19,9
S,2015-10-20,14
S,2015-10-21,8
S,2015-10-22,8
S,2015-10-23,17
S,2015-10-24,9
S,2015-10-25,9
S,2015-10-26,8
S,2015-10-27,11
S,2015-10-28,10
S,2015-10-29,5
S,2015-10-30,14
S,2015-10-31,4
S,2015-11-01,7
S,2015-11-02,13
S,2015-11-03,16
S,2015-11-04,10
S,2015-11-05,8
S,2015-11-06,15
S,2015-11-07,11
S,2015-11-08,19
S,2015-11-09,17
S,2015-11-10,13
S,2015-11-11,20
S,2015-11-12,11
S,2015-11-13,8
S,2015-11-14,14
S,2015-11-15,21
S,2015-11-16,18
S,2015-11-17,14
S,2015-11-18,5
S,2015-11-19,21
S,2015-11-20,13
S,2015-11-21,13
S,2015-11-22,20
S,2015-11-23,9
S,2015-11-24,15
S,2015-11-25,21
S,2015-11-26,16
S,2015-11-27,2
S,2015-11-28,13
S,2015-11-29,18
S,2015-11-30,13
S,2015-12-01,12
S,2015-12-02,17
S,2015-12-03,11
S,2015-12-04,11
S,2015-12-05,9
S,2015-12-06,10
S,2015-12-07,11
S,2015-12-08,22
S,2015-12-09,25
S,2015-12-10,17
S,2015-12-11,9
S,2015-12-12,6
S,2015-12-13,7
S,2015-12-14,8
S,2015-12-15,18
S,2015-12-16,17
S,2015-12-17,13
S,2015-12-18,4
S,2015-12-19,11
S,2015-12-20,20
S,2015-12-21,11
S,2015-12-22,13
S,2015-12-23,25
S,2015-12-24,4
S,2015-12-25,3
S,2015-12-26,7
S,2015-12-27,16
S,2015-12-28,22
S,2015-12-29,16
S,2015-12-30,14
S,2015-12-31,8
SW,2013-01-01,9
SW,2013-01-02,12
SW,2013-01-03,4
SW,2013-01-04,6
SW,2013-01-05,3
SW,2013-01-06,7
SW,2013-01-07,3
SW,2013-01-08,4
SW,2013-01-09,1
SW,2013-01-11,5
SW,2013-01-12,13
SW,2013-01-13,5
SW,2013-01-14,7
SW,2013-01-15,6
SW,2013-01-16,13
SW,2013-01-17,4
SW,2013-01-18,4
SW,2013-01-19,7
SW,2013-01-20,1
SW,2013-01-21,2
SW,2013-01-22,5
SW,2013-01-24,7
SW,2013-01-25,6
SW,2013-01-26,7
SW,2013-01-27,5
SW,2013-01-29,3
SW,2013-01-30,7
SW,2013-01-31,5
SW,2013-02-01,3
SW,2013-02-02,3
SW,2013-02-03,3
SW,2013-02-04,1
SW,2013-02-05,5
SW,2013-02-06,3
SW,2013-02-08,4
SW,2013-02-09,3
SW,2013-02-10,2
SW,2013-02-11,4
SW,2013-02-12,5
SW,2013-02-13,3
SW,2013-02-14,4
SW,2013-02-15,4
SW,2013-02-16,1
SW,2013-02-17,8
SW,2013-02-18,3
SW,2013-02-19,3
SW,2013-02-20,2
SW,2013-02-21,5
SW,2013-02-22,6
SW,2013-02-23,6
SW,2013-02-24,6
SW,2013-02-25,4
SW,2013-02-26,2
SW,2013-02-27,4
SW,2013-02-28,2
SW,2013-03-01,3
SW,2013-03-02,7
SW,2013-03-03,2
SW,2013-03-04,1
SW,2013-03-06,5
SW,2013-03-07,5
SW,2013-03-08,2
SW,2013-03-09,10
SW,2013-03-10,6
SW,2013-03-11,1
SW,2013-03-12,3
SW,2013-03-13,4
SW,2013-03-14,6
SW,2013-03-15,11
SW,2013-03-16,6
SW,2013-03-17,1
SW,2013-03-18,3
SW,2013-03-19,5
SW,2013-03-20,3
SW,2013-03-21,2
SW,2013-03-22,5
SW,2013-03-23,4
SW,2013-03-24,5
SW,2013-03-25,1
SW,2013-03-26,3
SW,2013-03-27,3
SW,2013-03-28,5
SW,2013-03-29,1
SW,2013-03-30,12
SW,2013-03-31,8
SW,2013-04-01,2
SW,2013-04-02,1
SW,2013-04-03,5
SW,2013-04-05,5
SW,2013-04-06,4
SW,2013-04-07,5
SW,2013-04-08,3
SW,2013-04-09,8
SW,2013-04-10,2
SW,2013-04-11,2
SW,2013-04-12,4
SW,2013-04-13,2
SW,2013-04-14,3
SW,2013-04-15,4
SW,2013-04-16,3
SW,2013-04-17,5
SW,2013-04-18,6
SW,2013-04-19,5
SW,2013-04-20,6
SW,2013-04-21,6
SW,2013-04-22,6
SW,2013-04-23,5
SW,2013-04-24,9
SW,2013-04-25,6
SW,2013-04-26,8
SW,2013-04-27,5
SW,2013-04-28,5
SW,2013-04-29,1
SW,2013-04-30,11
SW,2013-05-01,6
SW,2013-05-02,5
SW,2013-05-03,3
SW,2013-05-04,8
SW,2013-05-05,4
SW,2013-05-06,3
SW,2013-05-07,5
SW,2013-05-08,4
SW,2013-05-09,5
SW,2013-05-10,5
SW,2013-05-11,9
SW,2013-05-12,4
SW,2013-05-13,1
SW,2013-05-14,2
SW,2013-05-15,4
SW,2013-05-16,5
SW,2013-05-17,2
SW,2013-05-18,2
SW,2013-05-19,6
SW,2013-05-20,4
SW,2013-05-21,5
SW,2013-05-22,3
SW,2013-05-24,1
SW,2013-05-25,7
SW,2013-05-26,2
SW,2013-05-27,8
SW,2013-05-28,6
SW,2013-05-29,1
SW,2013-05-30,4
SW,2013-05-31,10
SW,2013-06-01,10
SW,2013-06-02,5
SW,2013-06-04,3
SW,2013-06-05,2
SW,2013-06-06,6
SW,2013-06-07,7
SW,2013-06-08,11
SW,2013-06-09,8
SW,2013-06-10,4
SW,2013-06-11,2
SW,2013-06-12,6
SW,2013-06-13,3
SW,2013-06-14,6
SW,2013-06-15,15
SW,2013-06-16,6
SW,2013-06-17,4
SW,2013-06-18,3
SW,2013-06-19,2
SW,2013-06-21,4
SW,2013-06-22,11
SW,2013-06-23,3
SW,2013-06-24,3
SW,2013-06-25,2
SW,2013-06-26,3
SW,2013-06-29,8
SW,2013-06-30,7
SW,2013-07-01,4
SW,2013-07-02,5
SW,2013-07-03,4
SW,2013-07-04,1
SW,2013-07-05,12
SW,2013-07-06,14
SW,2013-07-07,10
SW,2013-07-08,5
SW,2013-07-09,4
SW,2013-07-10,3
SW,2013-07-11,2
SW,2013-07-12,11
SW,2013-07-13,9
SW,2013-07-14,4
SW,2013-07-15,3
SW,2013-07-16,1
SW,2013-07-17,3
SW,2013-07-18,4
SW,2013-07-19,11
SW,2013-07-20,3
SW,2013-07-21,1
SW,2013-07-22,3
SW,2013-07-23,1
SW,2013-07-25,3
SW,2013-07-26,13
SW,2013-07-27,8
SW,2013-07-28,3
SW,2013-07-29,1
SW,2013-07-30,3
SW,2013-07-31,4
SW,2013-08-01,3
SW,2013-08-02,3
SW,2013-08-03,18
SW,2013-08-04,5
SW,2013-08-05,5
SW,2013-08-06,13
SW,2013-08-07,7
SW,2013-08-08,9
SW,2013-08-09,7
SW,2013-08-10,8
SW,2013-08-11,11
SW,2013-08-12,4
SW,2013-08-13,4
SW,2013-08-14,2
SW,2013-08-15,4
SW,2013-08-16,4
SW,2013-08-17,16
SW,2013-08-18,6
SW,2013-08-19,3
SW,2013-08-20,2
SW,2013-08-21,3
SW,2013-08-22,1
SW,2013-08-23,11
SW,2013-08-24,12
SW,2013-08-25,13
SW,2013-08-26,4
SW,2013-08-27,7
SW,2013-08-28,6
SW,2013-08-29,1
SW,2013-08-30,7
SW,2013-08-31,17
SW,2013-09-01,15
SW,2013-09-02,5
SW,2013-09-03,2
SW,2013-09-04,6
SW,2013-09-05,3
SW,2013-09-06,9
SW,2013-09-07,9
SW,2013-09-08,5
SW,2013-09-09,4
SW,2013-09-10,2
SW,2013-09-11,4
SW,2013-09-12,2
SW,2013-09-13,4
SW,2013-09-14,7
SW,2013-09-15,4
SW,2013-09-16,4
SW,2013-09-17,6
SW,2013-09-18,10
SW,2013-09-19,5
SW,2013-09-20,3
SW,2013-09-21,4
SW,2013-09-22,14
SW,2013-09-23,1
SW,2013-09-24,3
SW,2013-09-25,3
SW,2013-09-26,2
SW,2013-09-27,11
SW,2013-09-28,14
SW,2013-09-29,3
SW,2013-09-30,1
SW,2013-10-01,3
SW,2013-10-02,3
SW,2013-10-03,4
SW,2013-10-04,6
SW,2013-10-05,12
SW,2013-10-06,5
SW,2013-10-07,1
SW,2013-10-08,1
SW,2013-10-09,3
SW,2013-10-10,4
SW,2013-10-11,5
SW,2013-10-12,15
SW,2013-10-13,4
SW,2013-10-14,3
SW,2013-10-15,4
SW,2013-10-16,9
SW,2013-10-17,5
SW,2013-10-18,7
SW,2013-10-19,9
SW,2013-10-20,5
SW,2013-10-21,8
SW,2013-10-22,3
SW,2013-10-23,5
SW,2013-10-24,5
SW,2013-10-25,6
SW,2013-10-26,6
SW,2013-10-27,10
SW,2013-10-28,1
SW,2013-10-29,6
SW,2013-10-30,5
SW,2013-10-31,3
SW,2013-11-01,2
SW,2013-11-02,9
SW,2013-11-03,8
SW,2013-11-04,6
SW,2013-11-05,5
SW,2013-11-06,2
SW,2013-11-07,2
SW,2013-11-08,4
SW,2013-11-09,15
SW,2013-11-10,9
SW,2013-11-11,2
SW,2013-11-12,2
SW,2013-11-13,4
SW,2013-11-14,7
SW,2013-11-15,6
SW,2013-11-16,4
SW,2013-11-17,11
SW,2013-11-18,1
SW,2013-11-19,3
SW,2013-11-20,4
SW,2013-11-21,5
SW,2013-11-22,10
SW,2013-11-23,5
SW,2013-11-24,5
SW,2013-11-25,6
SW,2013-11-26,5
SW,2013-11-27,4
SW,2013-11-28,3
SW,2013-11-29,5
SW,2013-11-30,9
SW,2013-12-01,5
SW,2013-12-02,4
SW,2013-12-03,5
SW,2013-12-04,5
SW,2013-12-05,7
SW,2013-12-06,2
SW,2013-12-07,5
SW,2013-12-08,2
SW,2013-12-09,5
SW,2013-12-10,2
SW,2013-12-11,2
SW,2013-12-12,8
SW,2013-12-13,2
SW,2013-12-14,6
SW,2013-12-15,5
SW,2013-12-16,1
SW,2013-12-17,3
SW,2013-12-18,3
SW,2013-12-19,2
SW,2013-12-20,10
SW,2013-12-21,5
SW,2013-12-22,4
SW,2013-12-23,2
SW,2013-12-24,1
SW,2013-12-25,2
SW,2013-12-26,4
SW,2013-12-27,4
SW,2013-12-28,5
SW,2013-12-29,4
SW,2013-12-30,4
SW,2013-12-31,2
SW,2014-01-01,4
SW,2014-01-02,5
SW,2014-01-03,1
SW,2014-01-04,8
SW,2014-01-05,2
SW,2014-01-06,6
SW,2014-01-07,5
SW,2014-01-08,6
SW,2014-01-09,3
SW,2014-01-10,2
SW,2014-01-11,2
SW,2014-01-13,9
SW,2014-01-14,5
SW,2014-01-15,1
SW,2014-01-16,1
SW,2014-01-17,5
SW,2014-01-18,2
SW,2014-01-19,5
SW,2014-01-20,4
SW,2014-01-21,7
SW,2014-01-22,4
SW,2014-01-23,6
SW,2014-01-24,5
SW,2014-01-25,6
SW,2014-01-26,2
SW,2014-01-27,3
SW,2014-01-28,2
SW,2014-01-29,2
SW,2014-01-30,1
SW,2014-01-31,2
SW,2014-02-01,2
SW,2014-02-02,3
SW,2014-02-03,1
SW,2014-02-04,3
SW,2014-02-05,6
SW,2014-02-06,5
SW,2014-02-08,1
SW,2014-02-09,3
SW,2014-02-10,2
SW,2014-02-11,6
SW,2014-02-12,2
SW,2014-02-13,3
SW,2014-02-14,2
SW,2014-02-15,4
SW,2014-02-16,6
SW,2014-02-17,5
SW,2014-02-18,4
SW,2014-02-19,1
SW,2014-02-20,4
SW,2014-02-21,3
SW,2014-02-22,1
SW,2014-02-23,2
SW,2014-02-24,6
SW,2014-02-25,3
SW,2014-02-26,5
SW,2014-02-27,5
SW,2014-02-28,4
SW,2014-03-01,5
SW,2014-03-02,2
SW,2014-03-03,4
SW,2014-03-04,6
SW,2014-03-05,8
SW,2014-03-06,3
SW,2014-03-07,4
SW,2014-03-08,3
SW,2014-03-09,1
SW,2014-03-10,2
SW,2014-03-11,1
SW,2014-03-12,1
SW,2014-03-13,3
SW,2014-03-14,4
SW,2014-03-15,7
SW,2014-03-16,5
SW,2014-03-17,3
SW,2014-03-18,1
SW,2014-03-19,9
SW,2014-03-20,2
SW,2014-03-22,2
SW,2014-03-23,6
SW,2014-03-24,1
SW,2014-03-25,1
SW,2014-03-27,2
SW,2014-03-28,3
SW,2014-03-29,6
SW,2014-03-30,4
SW,2014-03-31,6
SW,2014-04-01,4
SW,2014-04-02,7
SW,2014-04-03,1
SW,2014-04-04,5
SW,2014-04-05,1
SW,2014-04-07,6
SW,2014-04-08,4
SW,2014-04-09,2
SW,2014-04-10,4
SW,2014-04-11,9
SW,2014-04-12,4
SW,2014-04-13,2
SW,2014-04-14,4
SW,2014-04-15,1
SW,2014-04-17,2
SW,2014-04-18,7
SW,2014-04-19,2
SW,2014-04-20,2
SW,2014-04-21,3
SW,2014-04-22,2
SW,2014-04-23,9
SW,2014-04-24,2
SW,2014-04-25,4
SW,2014-04-26,9
SW,2014-04-27,3
SW,2014-04-28,1
SW,2014-04-29,3
SW,2014-04-30,6
SW,2014-05-01,8
SW,2014-05-02,2
SW,2014-05-03,2
SW,2014-05-04,2
SW,2014-05-05,5
SW,2014-05-06,6
SW,2014-05-07,3
SW,2014-05-08,3
SW,2014-05-09,6
SW,2014-05-10,1
SW,2014-05-11,3
SW,2014-05-12,3
SW,2014-05-13,8
SW,2014-05-14,15
SW,2014-05-15,3
SW,2014-05-16,3
SW,2014-05-17,9
